pl_name,detection,T0,T0_err+,T0_err-,period,period_err+,period_err-,T14,T14_err+,T14_err-,lambda,lambda_err+,lambda_err-,incl,incl_err+,incl_err-,b,b_err+,b_err-,pl_radius,pl_radius_err+,pl_radius_err-,aRs,aRs_err+,aRs_err-,st_radius,st_radius_err+,st_radius_err-,ecc,ecc_err+,ecc_err-,st_mass,st_mass_err+,st_mass_err-,RpRs,RpRs_err+,RpRs_err-
Kepler-391 b,Transit,2454970.95889,0.01172,0.01172,7.416755,0.000129,0.000129,6.832,0.239,0.239,,,,77.56,2.0,1.7,0.38,0.23,0.23,3.2,0.78,0.78,6.64,0.28,0.28,3.57,0.85,0.85,0.0,0.0,0.46,1.03,0.12,0.06,0.00819,0.0003,0.0003
Kepler-391 c,Transit,2454979.92391,0.01078,0.01078,20.485435,0.000393,0.000393,10.381,0.327,0.327,,,,84.53,0.72,0.48,0.11,0.23,0.23,3.54,0.86,0.86,15.43,1.4,1.4,3.57,0.85,0.85,0.0,0.0,0.27,1.03,0.12,0.06,0.00852,0.00043,0.00034
Kepler-392 b,Transit,2454969.30141,0.00756,0.00756,5.341853,5.5e-05,5.5e-05,3.043,0.185,0.185,,,,89.65,,,0.24,0.21,0.21,1.0,0.21,0.21,11.48,1.4,1.4,1.13,0.23,0.23,0.0,,,1.07,0.04,0.05,0.00776,0.00028,0.00032
Kepler-392 c,Transit,2454968.15286,0.00501,0.00501,10.423118,8.7e-05,8.7e-05,2.266,0.153,0.153,,,,87.72,,,0.08,0.24,0.24,1.1,0.23,0.23,20.41,9.5,9.5,1.13,0.23,0.23,0.0,,,1.07,0.04,0.05,0.00855,0.0003,0.00061
Kepler-393 b,Transit,2454967.04813,0.0056,0.0056,9.182417,9.6e-05,9.6e-05,4.343,0.17,0.17,,,,89.07,,,0.63,0.26,0.26,1.29,0.25,0.25,7.67,0.38,0.38,1.38,0.26,0.26,0.0,,,1.21,0.08,0.06,0.00864,0.00023,0.00036
Kepler-393 c,Transit,2454973.4124,0.00736,0.00736,14.613612,0.000231,0.000231,5.401,0.191,0.191,,,,89.77,,,0.76,0.29,0.29,1.33,0.31,0.31,10.45,0.52,0.52,1.38,0.26,0.26,0.0,,,1.21,0.08,0.06,0.008,0.00042,0.00022
Kepler-394 b,Transit,2454971.71069,0.00687,0.00687,8.005013,9e-05,9e-05,3.419,0.246,0.246,,,,89.83,,,0.24,0.24,0.24,1.6,0.82,0.82,18.64,1.1,1.1,1.13,0.58,0.58,0.0,,,1.13,0.13,0.08,0.01262,0.00057,0.00055
Kepler-394 c,Transit,2454972.89729,0.00918,0.00918,12.130686,0.00018,0.00018,3.819,0.243,0.243,,,,89.8,,,0.45,0.24,0.24,1.66,0.86,0.86,24.36,1.9,1.9,1.13,0.58,0.58,0.0,,,1.13,0.13,0.08,0.01339,0.00066,0.00051
Kepler-394 d,Transit,2454964.81669,0.0054,0.0054,5.61358023,,,2.95,0.144,0.144,,,,89.54,,,0.2618,0.1657,0.2618,1.501,,,14.84,2.0,2.0,1.1,0.37,0.12,0.0,,,1.14,0.17,0.15,0.01175,0.0006,0.00045
Kepler-395 b,Transit,2454969.19136,0.00566,0.00566,7.054346,7e-05,7e-05,1.909,0.197,0.197,,,,88.36,0.001,0.14,0.09,0.24,0.24,1.03,0.08,0.08,23.3,0.23,0.63,0.56,0.02,0.02,0.0,,,0.62,0.02,0.02,0.0198,0.00093,0.00092
Kepler-395 c,Transit,2454977.22265,0.00909,0.00909,34.989262,0.000543,0.000543,4.459,0.264,0.264,,,,89.96,0.002,0.077,0.4,0.23,0.23,1.32,0.09,0.09,67.77,0.68,1.84,0.56,0.02,0.02,0.0,,,0.62,0.02,0.02,0.02259,0.0006,0.00106
Kepler-396 b,Transit,2454995.498417,0.00079,0.00079,42.994,,,4.6011,0.0398,0.0398,,,,89.34,,,0.48,0.17,0.17,3.5,1.28,0.65,72.95,1.0,1.0,1.06,0.39,0.2,0.0,,,0.85,0.13,0.06,0.03017,0.00058,0.00028
Kepler-396 c,Transit,2455015.65259,0.00078,0.00078,88.505,,,7.4072,0.0868,0.0868,,,,89.86,,,0.8056,0.0199,0.0201,5.3,1.95,0.99,61.82,6.9,6.9,1.06,0.39,0.2,0.0,,,0.85,0.13,0.06,0.05242,0.00061,0.00059
Kepler-397 b,Transit,2454982.43067,0.00524,0.00524,22.250949,0.000186,0.000186,1.689,0.283,0.283,,,,89.33,,,0.94,0.42,0.42,2.46,21.32,21.32,44.0,18.0,18.0,0.77,0.07,0.07,0.0,,,0.84,0.03,0.03,0.02385,0.00185,0.00135
Kepler-397 c,Transit,2455066.69038,0.00246,0.00246,135.498527,0.000668,0.000668,6.901,0.223,0.223,,,,89.58,,,0.84,0.04,0.04,6.18,0.56,0.56,109.0,10.0,10.0,0.77,0.07,0.07,0.0,,,0.84,0.03,0.03,0.07267,0.00116,0.00269
Kepler-398 b,Transit,2454966.85795,0.00176,0.00176,4.081423,1.1e-05,1.1e-05,2.287,0.047,0.047,,,,82.74,,,0.87,0.32,0.32,0.93,0.1,0.1,6.93,3.3,3.3,0.61,0.03,0.03,0.0,,,0.65,0.01,0.01,0.01354,0.00064,0.00217
Kepler-398 c,Transit,2454975.11768,0.00271,0.00271,11.419412,4.7e-05,4.7e-05,3.342,0.085,0.085,,,,85.38,,,0.9,0.34,0.34,1.01,0.11,0.11,11.6,4.7,4.7,0.61,0.03,0.03,0.0,,,0.65,0.01,0.01,0.0136,2e-05,0.00239
Kepler-398 d,Transit,2454969.86347,0.0018,0.0018,6.83437001,1.518e-05,1.518e-05,2.1537,0.0534,0.0534,,,,85.83,,,0.3201,0.1516,0.32,0.88,0.03,0.04,11.99,5.6,5.6,0.67,0.02,0.02,0.0,,,0.72,0.02,0.03,0.01174,0.00037,0.00046
Kepler-399 b,Transit,2454969.75198,0.00606,0.00606,14.425281,0.000144,0.000144,3.686,0.178,0.178,,,,89.98,,,0.21,0.23,0.23,0.96,0.51,0.51,29.75,1.3,1.3,0.68,0.36,0.36,0.0,,,0.9,0.07,0.03,0.01354,0.00053,0.00073
Kepler-399 c,Transit,2454982.99908,0.0043,0.0043,26.67569,0.000171,0.000171,2.758,0.157,0.157,,,,89.26,,,0.18,0.23,0.23,1.43,0.77,0.77,24.5,9.1,9.1,0.68,0.36,0.36,0.0,,,0.9,0.07,0.03,0.02116,0.00012,0.00167
Kepler-399 d,Transit,2454971.73323,0.00419,0.00419,58.034616,0.000363,0.000363,5.435,0.137,0.137,,,,89.98,,,0.19,0.22,0.22,1.89,1.01,1.01,81.4,4.8,4.8,0.68,0.36,0.36,0.0,,,0.9,0.07,0.03,0.02628,0.00077,0.0005
Kepler-400 b,Transit,2454966.53848,0.00239,0.00239,9.024389,3.4e-05,3.4e-05,3.128,0.072,0.072,,,,89.97,,,0.01,0.23,0.23,1.65,0.3,0.3,23.21,1.3,1.3,1.15,0.21,0.21,0.0,,,1.08,0.04,0.04,0.01347,0.00034,0.00033
Kepler-400 c,Transit,2454971.96655,0.00419,0.00419,17.340824,0.0001,0.0001,3.425,0.119,0.119,,,,89.19,,,0.17,0.21,0.21,1.49,0.28,0.28,38.14,4.5,4.5,1.15,0.21,0.21,0.0,,,1.08,0.04,0.04,0.01199,0.00045,0.00038
Kepler-401 b,Transit,2454973.55968,0.01006,0.01006,14.383035,0.000211,0.000211,8.729,0.277,0.277,,,,85.84,,,0.54,0.25,0.25,1.71,0.4,0.4,12.37,2.3,2.3,1.33,0.24,0.24,0.0,,,1.17,0.07,0.05,0.01196,0.00032,0.00027
Kepler-401 c,Transit,2455003.06041,0.00897,0.00897,47.318218,0.000695,0.000695,10.579,0.206,0.206,,,,89.69,,,0.24,0.22,0.22,2.15,0.4,0.4,34.45,2.0,2.0,1.33,0.24,0.24,0.0,,,1.17,0.07,0.05,0.01491,0.00039,0.00043
Kepler-401 d,Transit,2455088.2581,0.0133,0.0133,184.256405,0.00317,0.00317,11.283,0.376,0.376,,,,89.15,,,0.0687,0.3551,0.0684,2.27,0.4,0.26,126.4,10.7,10.7,1.29,0.22,0.13,0.0,,,1.17,0.07,0.05,0.01577,0.00078,0.00035
Kepler-402 b,Transit,2454966.76902,0.0031,0.0031,4.028751,1.9e-05,1.9e-05,2.985,0.087,0.087,,,,88.85,,,0.06,0.23,0.23,1.22,0.24,0.24,9.9,1.5,1.5,1.26,0.24,0.24,0.0,,,1.15,0.06,0.05,0.00953,0.0,0.0005
Kepler-402 c,Transit,2454967.936,0.00285,0.00285,6.124821,2.6e-05,2.6e-05,3.467,0.081,0.081,,,,84.71,,,0.59,0.25,0.25,1.56,0.35,0.35,13.1,2.0,2.0,1.26,0.24,0.24,0.0,,,1.15,0.06,0.05,0.01063,0.00027,0.00027
Kepler-402 d,Transit,2454970.49095,0.00423,0.00423,8.921099,5.6e-05,5.6e-05,3.838,0.108,0.108,,,,89.6,,,0.11,0.23,0.23,1.38,0.27,0.27,16.9,2.6,2.6,1.26,0.24,0.24,0.0,,,1.15,0.06,0.05,0.0095,0.00047,0.0001
Kepler-402 e,Transit,2454969.31655,0.00355,0.00355,11.242861,5.9e-05,5.9e-05,4.194,0.103,0.103,,,,88.3,,,0.21,0.24,0.24,1.46,0.29,0.29,19.7,3.1,3.1,1.26,0.24,0.24,0.0,,,1.15,0.06,0.05,0.01049,0.00033,0.00033
Kepler-403 b,Transit,2454967.45161,0.00453,0.00453,7.031462,5.1e-05,5.1e-05,5.848,0.128,0.128,,,,89.91,,,0.11,0.22,0.22,1.25,0.22,0.22,9.165,0.516,0.516,1.33,0.24,0.24,0.0,,,1.25,0.09,0.06,0.00845,0.00027,0.0002
Kepler-403 c,Transit,2454973.7172,0.00648,0.00648,54.280749,0.000562,0.000562,5.373,0.201,0.201,,,,88.82,,,0.53,0.23,0.23,1.75,0.32,0.32,41.4,19.5,19.5,1.33,0.24,0.24,0.0,,,1.25,0.09,0.06,0.01179,0.00263,0.00054
Kepler-403 d,Transit,2454977.17209,0.00448,0.00448,13.61159129,8.288e-05,8.288e-05,7.508,0.148,0.148,,,,89.53,,,0.112,0.337,0.112,1.42,0.3,0.19,13.956,0.468,0.468,1.45,0.27,0.18,0.0,,,1.25,0.09,0.06,0.00896,0.00029,0.00024
Kepler-404 b,Transit,2454970.61764,0.01179,0.01179,11.829851,0.000209,0.000209,5.635,0.422,0.422,,,,89.38,,,0.56,0.38,0.38,1.27,0.55,0.55,26.47,8.1,8.1,0.88,0.33,0.33,0.0,,,0.93,0.06,0.06,0.01261,0.00099,0.00087
Kepler-404 c,Transit,2454970.1376,0.01059,0.01059,14.751166,0.000261,0.000261,1.166,0.351,0.351,,,,88.81,,,0.85,0.31,0.31,1.72,0.85,0.85,41.0,20.0,20.0,0.88,0.33,0.33,0.0,,,0.93,0.06,0.06,0.0174,0.00543,0.00411
Kepler-405 b,Transit,2455196.73676,0.00454,0.00454,10.613839,0.000111,0.000111,3.538,0.509,0.509,,,,89.94,,,0.45,0.21,0.21,2.08,0.99,0.99,23.68,2.4,2.4,0.89,0.42,0.42,0.0,,,0.91,0.05,0.05,0.02155,0.00109,0.00069
Kepler-405 c,Transit,2456560.20398,0.40097,0.40097,29.726682,0.011477,0.011477,1.534,0.525,0.525,,,,89.09,,,0.88,0.39,0.39,4.66,26.65,26.65,25.0,12.5,12.5,0.89,0.42,0.42,0.0,,,0.91,0.05,0.05,0.04007,0.0002,0.00819
Kepler-406 b,Transit,2455003.4568,,,2.42629,,,2.6339,0.0257,0.0257,,,,82.34,,,0.1,0.06,0.06,1.43,0.03,0.03,7.037,0.465,0.465,1.07,0.02,0.02,0.0,,,1.07,0.06,0.06,0.01229,,
Kepler-406 c,Transit,2454965.37438,,,4.62332,,,3.0364,0.0782,0.0782,,,,87.96,,,0.36,0.06,0.06,0.85,0.03,0.03,10.18,0.96,0.96,1.07,0.02,0.02,0.0,,,1.07,0.06,0.06,0.00726,,
Kepler-407 b,Transit,2454967.13162,,,0.66931,,,1.6015,0.0197,0.0197,,,,87.19,,,0.25,0.15,0.15,1.07,0.02,0.02,3.1933,0.0932,0.0932,1.01,0.07,0.07,0.0,,,1.0,0.06,0.06,0.01041,,
Kepler-407 c,Radial Velocity,,,,3000.0,500.0,500.0,,,,,,,,,,,,,12.3,,,,,,1.01,0.07,0.07,,,,1.0,0.06,0.06,,,
Kepler-411 b,Transit,2455135.3874,0.0003,0.0003,3.005156,2e-06,2e-06,1.9686,0.0203,0.0203,,,,87.4,0.1,0.1,0.574,0.012,0.015,2.401,0.053,0.053,11.926,0.304,0.304,0.82,0.02,0.02,0.146,0.005,0.004,0.87,0.04,0.04,0.0266,0.0002,0.0002
Kepler-411 c,Transit,2454968.2224,0.0002,0.0002,7.834435,2e-06,2e-06,2.7856,0.0288,0.0288,,,,88.61,0.04,0.04,0.62,0.007,0.009,4.421,0.062,0.062,22.21,1.1,1.1,0.82,0.02,0.02,0.108,0.003,0.004,0.87,0.04,0.04,0.0449,0.0001,0.0001
Kepler-411 d,Transit,2454984.8484,0.0061,0.0061,58.02035,0.00056,0.00056,5.669,0.156,0.156,,,,89.43,0.02,0.02,0.7193,0.014,0.012,3.319,0.104,0.104,35.69,2.6,2.6,0.82,0.02,0.02,0.128,0.003,0.003,0.87,0.04,0.04,0.0372,0.0003,0.0003
Kepler-411 e,TTV,,,,31.509728,8.5e-05,8.5e-05,,,,,,,88.04,0.02,0.02,1.688,0.006,0.006,3.28,,,,,,0.82,0.02,0.02,0.016,0.002,0.001,0.87,0.04,0.04,,,
Kepler-414 b,TTV,2455010.61519,0.00136,0.00136,4.7,,,2.553,0.0457,0.0457,,,,89.45,,,0.73,0.21,0.21,1.71,0.31,0.14,14.19,1.0,1.0,0.95,0.038,0.036,0.0,,,0.89,0.038,0.039,0.01692,0.00054,0.00035
Kepler-414 c,TTV,2455009.666844,0.000747,0.000747,7.171,,,2.9225,0.0301,0.0301,,,,89.43,,,0.74,0.2,0.2,3.01,0.54,0.25,18.93,1.3,1.3,0.95,0.038,0.036,0.0,,,0.89,0.038,0.039,0.02657,0.00059,0.00037
Kepler-415 b,TTV,2455185.9956,0.00347,0.00347,4.176,,,2.358,0.118,0.118,,,,89.41,,,0.142,0.312,0.142,1.21,0.13,0.1,13.82,2.5,2.5,0.64,,,0.0,,,0.67,,,0.0204,0.00135,0.00079
Kepler-415 c,TTV,2455196.05652,0.00201,0.00201,8.708,,,2.532,0.077,0.077,,,,89.87,,,0.1556,0.2551,0.1555,2.01,0.15,0.06,27.56,1.3,1.3,0.64,,,0.0,,,0.67,,,0.03732,0.00159,0.00073
Kepler-416 b,TTV,2454965.23059,0.00161,0.00161,6.319,,,3.2023,0.0434,0.0434,,,,85.42,,,0.46,0.12,0.12,2.48,0.99,0.33,15.409,0.429,0.429,1.07,,,0.0,,,1.0,,,0.02235,0.00049,0.00028
Kepler-416 c,TTV,2455193.32274,0.00195,0.00195,12.209,,,3.9286,0.0561,0.0561,,,,86.99,,,0.35,0.14,0.14,2.45,0.26,0.16,23.917,0.292,0.292,1.07,,,0.0,,,1.0,,,0.02165,0.0006,0.00032
Kepler-417 b,TTV,2455194.97363,0.00255,0.00255,12.331,,,3.0549,0.0776,0.0776,,,,89.98,,,0.42,0.1,0.1,2.31,0.86,0.17,31.54,1.4,1.4,0.81,,,0.0,,,0.9,,,0.02825,0.00108,0.00059
Kepler-417 c,TTV,2454979.33004,0.00297,0.00297,15.943,,,3.4926,0.0781,0.0781,,,,89.96,,,0.44,0.1,0.1,2.69,0.19,0.14,35.937,0.114,0.114,0.81,,,0.0,,,0.9,,,0.03067,0.00124,0.00046
Kepler-418 b,Transit,2455008.5975,0.00066,0.00066,86.67856,7e-05,7e-05,10.224,0.042,0.042,,,,89.952,0.041,0.041,0.23,,,13.45,1.79,1.79,84.4,9.5,9.5,1.09,0.14,0.14,0.2,0.11,0.11,0.98,0.08,0.08,0.1104,0.0035,0.0035
Kepler-418 c,Transit,2454973.321095,0.000745,0.000745,12.21829987,,,2.5724,0.0415,0.0415,,,,88.15,,,0.885,0.1,0.1,5.221,,,18.0,1.5,1.5,1.08,0.16,0.13,0.0,,,0.96,0.08,0.06,0.04552,0.00057,0.00057
Kepler-419 b,Transit,2455029.093243,0.000276,0.000276,69.7546,0.0007,0.0009,3.7177,0.0108,0.0108,,,,88.95,0.14,0.17,0.019,0.149,0.019,10.8,1.4,1.3,152.089,0.177,0.177,1.74,0.07,0.07,0.833,0.013,0.013,1.39,0.08,0.07,0.0626,0.0002,0.0002
Kepler-419 c,TTV,,,,675.47,0.11,0.11,,,,,,,88.0,3.0,2.0,,,,12.6,,,,,,1.74,0.07,0.07,0.184,0.002,0.002,1.39,0.08,0.07,,,
Kepler-42 b,Transit,2455003.48329,0.00054,0.00054,1.2137672,4.6e-06,4.6e-06,0.5532,0.00939,0.00939,,,,85.57,,,0.711,0.049,0.049,0.78,0.22,0.22,12.1,3.7,3.7,0.17,0.04,0.04,0.04,0.2,0.04,0.13,0.05,0.05,0.0419,0.0018,0.0018
Kepler-42 c,Transit,2454966.86952,0.00042,0.00042,0.45328509,9.7e-07,9.7e-07,0.4445,0.015,0.015,,,,81.11,,,0.52,0.068,0.068,0.73,0.2,0.2,4.44,1.8,1.8,0.17,0.04,0.04,0.0,0.1,0.0,0.13,0.05,0.05,0.0395,0.0011,0.0011
Kepler-42 d,Transit,2454966.7847,0.0013,0.0013,1.865169,1.4e-05,1.4e-05,0.4279,0.0221,0.0221,,,,88.02,,,0.681,0.085,0.085,0.57,0.18,0.18,37.02,2.9,2.9,0.17,0.04,0.04,0.02,0.22,0.02,0.13,0.05,0.05,0.0307,0.0019,0.0019
Kepler-424 b,Transit,2454964.7427,0.00023,0.00017,3.3118644,3.9e-07,3.9e-07,1.3944,0.0135,0.0135,,,,84.68,0.79,0.79,0.934,0.065,0.053,9.98,0.9,0.67,11.209,0.323,0.323,0.94,0.06,0.06,0.0,,,1.01,0.05,0.05,0.0961,0.0065,0.0033
Kepler-424 c,Radial Velocity,,,,223.3,2.1,2.1,,,,,,,,,,,,,12.7,,,,,,0.94,0.06,0.06,,,,1.01,0.05,0.05,,,
Kepler-430 b,Transit,2454971.66885,0.00345,0.00345,35.968,,,2.839,0.108,0.108,,,,88.97,,,0.954,0.1,0.1,3.25,,,102.46,6.9,6.9,1.49,0.27,0.23,0.0,,,1.17,0.13,0.1,0.02003,,
Kepler-430 c,Transit,2454979.98354,0.005716,0.005716,110.979,,,12.388,0.547,0.547,,,,89.94,,,0.2964,0.1475,0.2964,1.75,,,66.1,19.3,19.3,1.49,0.27,0.23,0.0,,,1.17,0.13,0.1,0.0108,,
Kepler-431 b,Transit,2454971.0478,0.00729,0.00729,6.803,,,4.608,0.219,0.219,,,,80.51,,,0.295,0.1531,0.295,0.764,,,4.6,2.2,2.2,1.09,0.19,0.11,0.0,,,1.07,0.06,0.04,0.0064,,
Kepler-431 c,Transit,2454973.15531,0.00824,0.00824,8.703,,,4.807,0.237,0.237,,,,82.35,,,0.0865,0.3761,0.0864,0.668,,,6.65,3.3,3.3,1.09,0.19,0.11,0.0,,,1.07,0.06,0.04,0.0056,,
Kepler-431 d,Transit,2454970.4719,0.0077,0.0077,11.922,,,4.932,0.201,0.201,,,,82.51,,,0.1852,0.2546,0.185,1.11,,,4.6,1.4,1.4,1.09,0.19,0.11,0.0,,,1.07,0.06,0.04,0.0093,,
Kepler-432 b,Transit,2455949.5374,0.0011,0.0012,52.501129,6.7e-05,5.3e-05,14.9066,0.0781,0.0781,,,,88.17,0.61,0.33,0.503,0.09,0.168,12.834,0.404,0.437,15.6887,0.097,0.095,4.06,0.12,0.08,0.5134,0.0098,0.0089,1.32,0.1,0.07,0.02914,0.00038,0.00093
Kepler-432 c,Radial Velocity,,,,406.2,3.9,2.5,,,,,,,,,,,,,13.3,,,,,,4.06,0.12,0.08,0.498,0.029,0.059,1.32,0.1,0.07,,,
Kepler-436 b,Transit,2455477.6307,0.0042,0.0049,64.00205,0.00072,0.00072,4.67,0.35,0.34,,,,89.93,0.07,0.18,0.09,0.29,0.09,2.73,0.23,0.24,104.0,34.0,16.0,0.7,0.03,0.02,0.19,0.13,0.11,0.73,0.03,0.03,0.0354,0.0024,0.0035
Kepler-436 c,Transit,2454967.04221,0.00404,0.00404,16.79713874,8.561e-05,8.561e-05,3.238,0.129,0.129,,,,87.02,,,0.0491,0.4095,0.049,2.33,0.19,0.14,40.79,6.4,6.4,0.71,0.04,0.04,0.0,,,0.75,0.04,0.04,0.0305,0.00165,0.00093
Kepler-444 b,Transit,2454966.2599,0.0018,0.0018,3.6001053,8.3e-06,8e-06,2.0452,0.0592,0.0592,,,,88.0,1.2,0.6,0.4,0.17,0.25,0.403,0.016,0.014,11.951,0.046,0.046,0.75,0.01,0.01,0.16,0.21,0.1,0.76,0.04,0.04,0.00491,0.00017,0.00014
Kepler-444 c,Transit,2454964.522,0.0013,0.0013,4.5458841,7e-06,7.1e-06,1.7367,0.0373,0.0373,,,,88.2,1.2,1.0,0.42,0.22,0.27,0.497,0.021,0.017,13.961,0.053,0.053,0.75,0.01,0.01,0.31,0.12,0.15,0.76,0.04,0.04,0.00605,0.00025,0.00017
Kepler-444 d,Transit,2454967.7869,0.0015,0.0015,6.189392,1.2e-05,1.2e-05,2.2112,0.0477,0.0477,,,,88.16,0.81,0.55,0.53,0.13,0.23,0.53,0.022,0.019,17.151,0.066,0.066,0.75,0.01,0.01,0.18,0.16,0.12,0.76,0.04,0.04,0.00644,0.00023,0.0002
Kepler-444 e,Transit,2454968.0927,0.0018,0.0018,7.743493,1.7e-05,1.6e-05,2.7852,0.0484,0.0484,,,,89.13,0.54,0.52,0.29,0.16,0.17,0.546,0.017,0.015,19.913,0.076,0.076,0.75,0.01,0.01,0.1,0.2,0.07,0.76,0.04,0.04,0.00664,0.00016,0.00014
Kepler-444 f,Transit,2454967.8791,0.0011,0.0011,9.740486,1.3e-05,1.3e-05,1.6909,0.0357,0.0357,,,,87.96,0.36,0.31,0.79,0.07,0.13,0.741,0.041,0.04,23.205,0.089,0.089,0.75,0.01,0.01,0.29,0.2,0.19,0.76,0.04,0.04,0.00903,0.00046,0.00047
Kepler-445 b,Transit,2454966.1194,0.0033,0.0033,2.984151,1.1e-05,1.1e-05,1.0304,0.018,0.018,,,,89.74,0.18,0.28,0.001,0.203,0.001,1.58,0.23,0.23,21.94,0.3,0.3,0.21,0.03,0.03,0.0,,,0.18,0.04,0.04,0.0676,0.0018,0.0018
Kepler-445 c,Transit,2454966.6408,0.0019,0.0019,4.871229,1.1e-05,1.1e-05,1.2287,0.0154,0.0154,,,,89.91,0.07,0.1,0.0,0.101,0.0,2.51,0.36,0.36,30.21,0.38,0.38,0.21,0.03,0.03,0.0,,,0.18,0.04,0.04,0.1075,0.0014,0.0014
Kepler-445 d,Transit,2454836.751223,0.05,0.05,8.15275,0.0004,0.0004,1.386,0.0888,0.0888,,,,89.61,0.27,0.25,0.011,0.47,0.01,1.25,0.19,0.19,42.95,0.58,0.58,0.21,0.03,0.03,0.0,,,0.18,0.04,0.04,0.0533,0.0029,0.0029
Kepler-446 b,Transit,2454965.9135,0.0019,0.0019,1.565409,3.3e-06,3.3e-06,0.6456,0.0456,0.0456,,,,87.42,0.62,0.37,0.601,0.096,0.088,1.5,0.25,0.25,14.2,0.94,0.94,0.24,0.04,0.04,0.0,,,0.22,0.05,0.05,0.0574,0.0026,0.0026
Kepler-446 c,Transit,2454967.069573,0.000945,0.000945,3.036179,5.5e-06,5.5e-06,0.9432,0.0504,0.0504,,,,88.97,0.57,0.46,0.025,0.529,0.025,1.11,0.18,0.18,22.4,1.36,1.36,0.24,0.04,0.04,0.0,,,0.22,0.05,0.05,0.0424,0.0018,0.0018
Kepler-446 d,Transit,2454966.3196,0.0042,0.0042,5.148921,2.2e-05,2.2e-05,0.8832,0.048,0.048,,,,88.72,0.17,0.19,0.705,0.057,0.066,1.35,0.22,0.22,31.6,2.08,2.08,0.24,0.04,0.04,0.0,,,0.22,0.05,0.05,0.0519,0.0022,0.0022
Kepler-448 c,TTV,,,,2500.0,2400.0,700.0,,,,,,,,,,,,,12.0,,,,,,1.4,0.07,0.06,0.65,0.13,0.09,1.5,0.1,0.1,,,
Kepler-449 b,Transit,2455008.02384,0.001393,0.001393,12.58242,0.00027,0.00027,6.3287,0.0484,0.0484,,,,89.83,,,0.789,0.1,0.1,2.056,0.069,0.069,9.48,0.25,0.25,1.47,0.03,0.03,0.03,0.28,0.03,1.02,0.03,0.04,0.0098,0.00016,0.00021
Kepler-449 c,Transit,2454995.04046,0.001459,0.001459,33.6727,0.001,0.001,8.2267,0.0666,0.0666,,,,89.41,,,0.806,0.1,0.1,2.764,0.086,0.086,18.27,0.49,0.49,1.47,0.03,0.03,0.05,0.24,0.05,1.02,0.03,0.04,0.01195,0.0002,0.00027
Kepler-450 b,Transit,2455009.70618,0.000178,0.000178,28.454851,2.5e-05,2.5e-05,8.1223,0.0132,0.0132,,,,88.82,,,0.0243,0.1575,0.0242,6.14,0.33,0.33,26.383,0.031,0.031,1.64,0.08,0.11,0.02,0.14,0.02,1.19,0.2,0.14,0.03459,0.00013,6e-05
Kepler-450 c,Transit,2454969.94071,0.001157,0.001157,15.413135,8.5e-05,8.5e-05,6.6095,0.0469,0.0469,,,,88.73,,,0.315,0.0696,0.3149,2.62,0.14,0.14,17.531,0.02,0.02,1.64,0.08,0.11,0.02,0.17,0.02,1.19,0.2,0.14,0.0145,0.00014,0.00026
Kepler-450 d,Transit,2454969.17528,0.000775,0.000775,7.51464,0.00023,0.00023,4.965,0.339,0.339,,,,87.91,,,0.399,0.067,0.399,0.837,0.068,0.068,10.859,0.012,0.012,1.64,0.08,0.11,0.14,0.24,0.14,1.19,0.2,0.14,0.00517,0.00022,0.00033
Kepler-451 c,Eclipse Timing Variations,,,,1460.0,90.0,90.0,,,,,,,,,,,,,13.5,,,,,,0.2,0.0,0.0,0.29,0.07,0.07,0.48,0.03,0.03,,,
Kepler-451 d,Eclipse Timing Variations,,,,43.0,0.1,0.1,,,,,,,,,,,,,13.5,,,,,,0.2,0.0,0.0,0.0,,,0.48,0.03,0.03,,,
Kepler-454 b,Transit,2455008.06461,0.000478,0.000478,10.57,7e-08,7e-08,1.7259,0.0182,0.0182,,,,87.09,0.2,0.2,0.9288,0.0091,0.0091,2.354,0.224,0.224,18.29,1.1,1.1,1.05,0.07,0.07,0.0,,,0.85,0.22,0.22,0.01574,0.0005,0.0002
Kepler-454 c,Radial Velocity,,,,523.9,0.7,0.7,,,,,,,,,,,,,12.9,,,,,,1.07,0.01,0.01,0.0214,0.0077,0.0077,1.03,0.04,0.03,,,
Kepler-457 d,Transit,2454974.116,0.433,0.433,10.6906004,,,4.657,0.44,0.44,,,,86.62,,,0.734,0.221,0.507,2.985,,,12.44,5.2,5.2,1.24,0.38,0.21,0.0,,,1.15,0.19,0.16,0.01995,0.00654,0.0018
Kepler-458 c,Transit,2454975.79944,0.00128,0.00128,20.74028413,3.35e-05,3.35e-05,10.3853,0.0628,0.0628,,,,88.27,,,0.7495,0.1,0.1,4.2,0.63,0.4,10.28,0.87,0.87,2.22,0.12,0.12,0.0,,,1.15,0.13,0.13,0.02994,0.0002,0.00054
Kepler-46 b,Transit,2455053.2826,0.0013,0.0014,33.60134,0.00021,0.0002,4.4539,0.0552,0.0552,,,,89.038,0.075,0.067,0.757,0.022,0.027,9.057,0.471,0.482,45.1,2.1,1.7,0.94,0.04,0.04,0.01,0.01,0.01,0.9,0.04,0.04,0.0887,0.001,0.0012
Kepler-46 c,TTV,,,,57.011,0.051,0.061,,,,,,,87.4,1.6,1.0,1.483,0.418,0.322,13.5,,,64.1,2.9,2.5,0.94,0.04,0.04,0.0146,0.0034,0.0036,0.9,0.04,0.04,,,
